Attaque aug. %@ : %@	Dégâts augmentés contre %@
Défense aug. %@ : %@	Dégâts réduits contre %@
Effet Assure ↑ %@ : %@	Effet Assure amélioré contre %@
Dégâts massifs ↑ %@: %@	Dégâts améliorés contre %@
Effet balèze ↑ %@ : %@	Résistance aux attaques %@ améliorée.
Mini-réplique ultime %@	Déchaîne une mini-réplique offensive en cas de défaite.<br>Disponible tous les 2 déploiements (ne se cumule pas).
Résist. dégâts de vagues %@	Réduit les dégâts des vagues offensives ennemies.
Remise en argent %@	Récupère une partie du coût de déploiement<br>d’un chat tombé au combat.<br>Disponible tous les 2 déploiements.
Résist. Recul %@	Réduit l’effet de recul des attaques ennemies.
Améliorer histoires légendaires %@	Santé et puissance d’attaque améliorées dans les niveaux<br>histoires légendaires (ne se cumule pas)
Fléau des colosses %@	Fléau des colosses<br>disponible chaque 2 déploiements (pas de cumule)
Charge du Chanon %@	Charge le Chanon quand un chat est vaincu.<br>S’active tous les 2 déploiements<br>(non cumulable)
Résist. toxique %@	Réduit les dégâts des attaques toxiques<br>ennemies.
Esquive (Tout) %@	Confère à un chat déployé sur deux<br>la capacité Esquive (tout).<br>(Ne se cumule pas)
Résist. Ralentissement %@	Réduit les dégâts des ralentissements<br>ennemis.
Résist. Malédictions %@	Réduit les dégâts des malédictions ennemies.
Améliore les Légendes mystérieuses %@	Santé et puissance d’attaque améliorées<br>dans les Légendes mystérieuses<br>(ne se cumule pas).
