★ Bâtisseur d’empires ★	Récupère tous les trésors suprêmes de L’empire des Chats ch. 1
★ Bâtisseur d’empires 2 ★	Récupère tous les trésors suprêmes de L’empire des Chats ch. 2
★ Bâtisseur d’empires 3 ★	Récupère tous les trésors suprêmes de L’empire des Chats ch. 3
★ Fléau des morts-vivants ★	Repousse toutes les invasions zombies de L’empire des Chats ch. 1.
★ Fléau des morts-vivants 2 ★	Repousse toutes les invasions zombies de L’empire des Chats ch. 2.
★ Fléau des morts-vivants 3 ★	Repousse toutes les invasions zombies de L’empire des Chats ch. 3.
★ Le futur nous appartient ★	Récupère tous les trésors suprêmes de Vers le futur ch. 1
★ Le futur nous appartient 2 ★	Récupère tous les trésors suprêmes de Vers le futur ch. 2
★ Le futur nous appartient 3 ★	Récupère tous les trésors suprêmes de Vers le futur ch. 3
★ Meurs et re-meurs ★	Repousse toutes les invasions zombies de Vers le futur ch. 1.
★ Meurs et re-meurs 2 ★	Repousse toutes les invasions zombies de Vers le futur ch. 2.
★ Conquistador du cosmos ★	Récupère tous les trésors suprêmes dans Les Chats du cosmos ch. 1
★ Conquistador du cosmos 2 ★	Récupère tous les trésors suprêmes dans Les Chats du cosmos ch. 2
★ Conquistador du cosmos 3 ★	Récupère tous les trésors suprêmes dans Les Chats du cosmos ch. 3
★ Plus de mondes à conquérir ? ★	Viens à bout de l’Obstructeur chalien
★ Je suis une légende ★	Termine tous les niveaux<br>Histoires lég. de niveau 1
★ Je suis une légende 2 ★	Termine tous les niveaux<br>Histoires lég. de niveau 2
★ Je suis une légende 3 ★	Termine tous les niveaux<br>Histoires lég. de niveau 3
★ Horizon rouge ★	Termine Catastrophe écarlate
★ Sombres cieux ★	Termine Paradis des ténèbres
★ Vents blancs ★	Termine Sans égal
★ Bourrasque sacrée ★	Termine Colère des cieux
★ Orage d’acier ★	Termine Douce ironie
★ Météo alien ★	Termine Dimension désespoir
★ Menace parfaite ★	Termine Rouge levant
★ Typhon Z ★	Termine La mort qui roule
★ Faille dimensionnelle ★	Termine 2e dimension
★ Tempête ancestrale ★	Termine Ouragan Némo
★ Cruauté angélique ★	Termine Clionel ascendant
★ Traversée de Charon ★	Termine Fleuve Styx
★ Sans couronne ★	Termine Couronnement de la reine
★ Le grand Z ★	Termine Mort pour sa première
★ Usurpateur ★	Termine Revanche du Roi Wahwah
★ L’heure du réveil ★	Termine Profonde rêverie
★ Étoile filante ★	Termine Impact bleu
★ Assez fou pour bosser ★	Termine tous les niveaux mabouls
★ Épisodes déments ★	Termine tous les niveaux déments
★ À ta taille ★	Termine tous les niveaux des P’tits
★ Une autre année ★	Termine Bonne année ?
★ Question de rituel ★	Termine Bonheur rituel
★ Mon amour d’ours ★	Termine Les ursidés
★ Amour de jeunesse ★	Termine Professeur ! C’est le printemps !
★ La fin d’une ambition ★	Termine L’amour donne des ailes
★ Mari et femme ? ★	Termine La noce interdite
★ Vacances au soleil ★	Termine Jamais l’été !
★ SOS fantômes ★	Termine Intrus d’outre-tombe
★ Respect des anciens ★	Termine Le club du 3e âge
★ Mouiller le maillot ★	Termine Automne = Jour des sports !
★ En grève ★	Termine L’amour du travail
★ Miracle de Noël ★	Termine Petit Chachat Noël
★ 30e étage ★	Termine le 30e étage de la Tour céleste
★ 40e étage ★	Termine le 40e étage de la Tour céleste
★ Maîtrise absolue ★	Termine le dernier niveau des Quêtes légendaires
★ Faire de l’argent ★	Gagne un total de 1 000 000 ￠
★ Faire de l’argent 2 ★	Gagne un total de 5 000 000 ￠
★ Nouveau riche ★	Gagne un total de 10 000 000 ￠
★ Nouveau riche 2 ★	Gagne un total de 50 000 000 ￠
★ Dans les 1 % ★	Gagne un total de 100 000 000 ￠
★ Dans les 1 % 2 ★	Gagne un total de 200 000 000 ￠
★ Routard ★	Envoie Gamatoto en exploration pendant plus de 1 000 heures
★ Innovateur ★	Termine 5 armes pour la base féline
★ Bon classement ★	Atteins le rang joueur 1 000
★ Je peux vous aider ? ★	Recrute un auxiliaire de haut niveau pour Gamatoto
★ Enfant de la forêt ★	Débloque Ururun et Loup
★ Mini némésis ★	Débloque P’tit Nyandam
★ Sous la capuche ★	Débloque Chaperon Mina
★ Rédemption du ronin ★	Débloque Miyamoku Musashi
★ Bun d’acier ★	Débloque Méca-Bun
★ Cœur d’argile ★	Débloque Toutoumaru
★ Dans la tourmente ★	Termine Tribunal du tourment
★ Dynastie ancienne ★	Termine La vieille reine
★ Vox Deus ★	Termine Paradis de Papuu
★ Détails glauques ★	Termine Au fond du marais
★ Le clan Urs ★	Débloque Urs et Fenrir
★ Famille frénétique ★	Termine Clan des déments
★ Wanwan cosmique ★	Termine Gloire de Wanwan
★ Meurs et re-meurs 3 ★	Termine toutes les invasions zombies de Vers le futur ch. 3.
★ Ange des morts-vivants ★	Termine Ascension de Z-Onel.
★ Coup de main ★	Termine Première course
★ 50e étage ★	Termine le 50e étage de la Tour céleste
★ Rites printaniers ★	Termine Guerre totale : spécial printemps
