Cristal aquatique|Les attaques contre les aliens|sont beaucoup plus puissantes.|
Cristal plasma|Les attaques contre les aliens|sont beaucoup plus puissantes.|
Tablette antique|La défense de ta base féline|est augmentée.|
Force mystérieuse|Le temps de charge du Chanon|est réduit.|
Énergie cosmique|Les attaques du Chanon|sont plus puissantes !|
Fruit du néant|Les capacités utilisées contre les|ennemis noirs sont plus efficaces.|
Fruit du sang|Les capacités utilisées contre les|ennemis rouges sont plus efficaces.|
Fruit céleste|Les capacités utilisées contre les|ennemis flottants sont plus efficaces.|
Fruit du paradis|Les capacités utilisées contre les|ennemis anges sont plus efficaces.|
Machine temporelle|La vitesse de récupération de|Charburant est augmentée.|
Technologie du futur|Le maximum de Charburant|est augmenté.|
? ? ?|Tous les trésors requis n’ont|pas encore été trouvés.|
? ? ?|Trouve tous les trésors pour augmenter|la puissance d’att. contre les aliens !|
? ? ?|Trouve tous les trésors pour augmenter|la puissance d’att. contre les aliens !|
? ? ?|Trouve tous les trésors pour augmenter|la défense de la base féline !|
? ? ?|Trouve tous les trésors pour accélérer|le temps de charge du Chanon !|
? ? ?|Trouve tous les trésors pour augmenter|la puissance d’attaque du Chanon !|
? ? ?|Trouve tous les trésors pour améliorer|les att. spéciales contre les ennemis noirs !|
? ? ?|Trouve tous les trésors pour améliorer|les att. spéciales contre les ennemis rouges !|
? ? ?|Trouve tous les trésors pour améliorer|les att. spéciales contre les flottants !|
? ? ?|Trouve tous les trésors pour améliorer|les att. spéciales contre les anges !|
? ? ?|Trouve tous les trésors pour accélérer|le temps de récup. du Charburant !|
? ? ?|Trouve tous les trésors pour augmenter|le maximum de Charburant !|
