			0	22	888	300	0
		ごめんにゃ。用事が出来たから<br>また次の機会にお願いするにゃ！<br>途中まで付き合ってくれた<br>お礼にこれあげるにゃ！	0	22	300	
1	0	どこかに<br>お願い聞いてくれる人<br>いないかにゃ～？<br>聞いてくれたら<br>ネコカンあげるんだけどにゃ～	2	3		
2	0	おっ？<br>興味あるにゃ！？	4			
3	0	そんにゃ～<br>聞いてくれたら<flash>ネコカン888個</flash><br>プレゼントするから<br>考え直してほしいにゃ～	0
4	0	８年間がんばった<br>そんながんばりやさんの<br>にゃんこからの<br>一生のお願いなのにゃ	5		
5	0	お友達に「にゃんこ大戦争」を<br>おすすめしてほしいのにゃ～	6		
6	0	まだプレイしたことない<br>お友達や前やってたけど<br>やめちゃった人<br>きっといるにゃ！	7		
7	0	タイトル画面のオプションの中に<br>「友達招待」ってボタンが<br>あるからお友達に<br>おすすめしてほしいにゃ	8	8		
8	0	良く分からない子は<br>学校でお友達に<br>「にゃんこ大戦争」を<br>おすすめしてほしいにゃ！	9		
9	0	ありがとうにゃ！<br>それじゃまたあした<br>どんな反応だったか<br>教えてほしいにゃ	10
10	0	それじゃ大事なことだから<br>もう一回言うにゃ	11	13
11	0	タイトル画面のオプションの中に<br>「友達招待」ってボタンが<br>あるからお友達に<br>おすすめしてほしいにゃ	12
12	0	じゃお願いにゃ～<br>分からなかったら<br>直接お友達におすすめして<br>くれてもうれしいにゃ！	14
13	0	言わせてほしいにゃ・・	11
14	0	にゃんことの約束にゃ！<br>絶対にゃ～！<br>じゃ一日たったら<br>また来てほしいにゃ	15
15	16	またあしたにゃ～	100			
100	0	よく来てくれたにゃ！<br>お友達は「にゃんこ大戦争」で<br>遊んでくれてたにゃ？	101	110		
101	0	うれしいにゃ！<br>持つべきものは友にゃ！	102
102	0	楽しいって<br>言ってくれてたにゃ？	103	109
103	0	本当にゃ？	104	109
104	0	信じていいにゃ？	105	109
105	0	いいかげんに<br>「はい」って言ってるにゃ？	106	107				
106	0	にゃ～！<br>ちゃんとお話ししてにゃ～！	0			
107	0	よかったにゃ<br>君のような立派な友達がいて<br>吾輩はしあわせものにゃ	120		
109	0	きっと聞きまちがえにゃ！<br>楽しいはずにゃ～！	131
