0,1,0,0,0,0,   //城番号,,,,,
4300,30000,1,1,1061,20,712,0,0,0,,,
712,1,1,1,1,100,0,0,0,300000
3,0,150,120,150,100,7,9,0,100
6,4,250,200,250,100,4,6,0,100
3,5,0,100,150,99,7,9,0,100
11,1,0,1,1,99,0,0,1,100
14,1,0,1,1,99,1,1,0,100
13,2,0,500,550,99,2,3,0,100
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
