0|Verbessere eine Katze im Verbesserungenmenü!<br>(Tippe auf die Verbessern!-Schaltfläche unter einer Katze)
1|Aktiviere den Energydrink in Kampfkatzen auf dem Vormarsch!<br>(Bonusfähigkeit durch Sammeln der ersten 7 Schätze)
2|Erhöhe deinen Benutzerrang um %d!<br>(Verbessere Katzen- oder Basisfähigkeiten: %d von %d)
3|Ziehe eine Katzenkapsel in der Katzenbasis!<br>(Erhalte täglich ein Katzenticket und nutze eines)
4|Rekrutiere einen Gamatoto-Assistenten!<br>(Erhalte Assistenten als Belohnung der Gamatoto-Expedition)
5|Schließe ein Level mit einer Katzenkombo ab!<br>(Nutze eine vorgefertigte Katzengruppe in deiner Formation!)
6|Spiele das Katzenkrallendojo!<br>(Spiele ein beliebiges Dojo-Level einmal)
7|Schalte die wahre Form einer normalen Katze frei!<br>(Entwickle eine normale Katze auf Stufe 30)
8|Schließe Japan in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 7. Level von Katzenimperium Kapitel 1 ab)
9|Schließe Indien in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 11. Level von Katzenimperium Kapitel 1 ab)
10|Schließe Madagaskar in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 16. Level von Katzenimperium Kapitel 1 ab)
11|Schließe Griechenland in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 23. Level von Katzenimperium Kapitel 1 ab)
12|Schließe Grönland in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 32. Level von Katzenimperium Kapitel 1 ab)
13|Schließe Argentinien in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 39. Level von Katzenimperium Kapitel 1 ab)
14|Schließe Hollywood in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das 45. Level von Katzenimperium Kapitel 1 ab)
15|Schließe den Mond in Kampfkatzen auf dem Vormarsch ab!<br>(Schließe das letzte Level von Katzenimperium Kapitel 1 ab)
16|Schließe alle Level von Der Kaiser der Dunkelheit ab!<br>(Schließe das letzte Level von Katzenimperium Kapitel 2 ab)
17|Schließe alle Level von Wiederbelebung der Bahamut-Katze ab!<br>(Schließe das letzte Level von Katzenimperium Kapitel 3 ab)
18|Schließe alle Level von Genug Zeit für Katzen ab!<br>(Schließe das letzte Level von Zukunftsreise Kapitel 1 ab)
19|Schließe alle Level von Alien-Intrige ab!<br>(Schließe das letzte Level von Zukunftsreise Kapitel 2 ab)
20|Schließe alle Level von Die Alten erheben sich ab!<br>(Schließe das letzte Level von Zukunftsreise Kapitel 3 ab)
21|<br>
22|Schließe alle Level von Jenseits der Exosphäre ab!<br>(Schließe das letzte Level von Kosmische Katzen Kapitel 1 ab)
23|Schließe alle Level von Die Passion des Katzengottes ab!<br>(Schließe das letzte Level von Kosmische Katzen Kapitel 2 ab)
24|Mission zum 6. Jubiläum<br>Schließe während dieses Events „Katzenimperium Kap. 1“ ab!
25|Schließe alle Level von Auch die Sterne brennen aus ab!<br>(Schließe das letzte Level von Kosmische Katzen Kapitel 3 ab)
26|Mission zum 7. Jubiläum<br>Schließe während dieses Events „Katzenimperium Kap. 1“ ab!
27|Schließe alle legendären Level<br> der Stufe 2 ab, um diese Mission abzuschließen.
28|Schließe alle legendären Level<br> der Stufe 3 ab, um diese Mission abzuschließen.
29|8. Jubiläum-Mission<br>Schließe „Katzenimperium Kapitel 1“ im Event ab!
8000|Schließe Katzenticket-Belohnungslevel %d Mal ab!<br>(Prüfe geeignete Level im Missionsinfo: %d von %d)
8001|Schließe XP-Belohnungslevel %d Mal ab!<br>(Prüfe geeignete Level im Missionsinfo: %d von %d)
8002|Schließe %d Legenden-Level ab!<br>(Schließe 5 beliebige gelbe Legenden-Level ab: %d von %d)
8003|Schicke Gamatoto auf %d erfolgreiche Expeditionen!<br>(Beende 7 Expeditionen in beliebige Gamatoto-Gebiete: %d von %d)
8004|Schließe alle Wochenmissionen ab!<br>(Beende alle %d aktuellen Wochenherausford.: %d von %d)
